星级	名字	介绍	其他	网址	电话
4	合肥嘉仕顿国际酒店	合肥嘉仕顿国际酒店位于合肥高新技术开发区核心区域，周边合肥大蜀山森林公园和四季花海，靠近蜀西湖风景区和祥源银泰城，毗邻合肥客运西站、安徽医科大附属医院高新分院、创新大道置地中心，紧邻轨道2号线，交通便利，位置优越。	['开业：2018', '装修时间：2018', '客房数：193']	https://hotels.ctrip.com/hotels/detail/?hotelId=6814953	联系方式：0551-62957999
4	黄山祥源云谷度假酒店	黄山祥源云谷度假酒店位于黄山风景区云谷寺索道旁。	['开业：2019', '客房数：66']	https://hotels.ctrip.com/hotels/detail/?hotelId=6825546	联系方式：0559-5582999
4	合肥品致酒店	合肥品致酒店位于合肥市庐阳区蒙城北路与凤台路交口，是一家集客房、餐饮、会议、康乐为一体的综合性酒店。                                            酒店地理位置优越，距合肥火车站约4公里，车程约10分钟；合肥南站13公里，车程约30分钟。酒店拥有各类高档客房155间，所有房间均由名家设计，布置典雅温馨。还拥有可容纳100余人的会议厅及各类中小型会议室，一系列的高精密视听设备和专业酒店会议筹划人员将保障会议的圆满成功。酒店餐厅位于酒店二层，拥有风格迥异的各类特色豪华包厢，以经营粤菜为主。酒店内配套的健身房、洗衣房、休闲吧等一系列项目，全面满足您的商务之旅。	['开业：2020', '客房数：155']	https://hotels.ctrip.com/hotels/detail/?hotelId=68614093	联系方式：0551-63781999
4	黄山敏儿居美宿	躺在床上可以看黄山全景，窗外就是逍遥溪。这是一家温暖小资又温柔的酒店，这里有香醇的红酒咖啡，超柔软的两米大床，美女老板一开心就喜欢送送送各种当地小吃。春来夏网，秋收冬藏。好好生活，慢慢相遇，一切都是刚刚好。我在敏儿居等你。	['开业：2020', '客房数：11']	https://hotels.ctrip.com/hotels/detail/?hotelId=68678193	联系方式：17755959518
4	合肥保利瑜璟阁酒店	酒店位于合肥市瑶海区铜陵路与裕溪路交叉口保利熙悦府11栋，地处交通要道，周边学校、医院、步行街、公园等配套设施完善，距万达广场、逍遥津公园约10分钟车程，距合肥火车站，高铁南站，汽车总站较近，是您出行下榻的好地方。瑜璟阁作为高品质品牌，酒店高速免费wifi全面覆盖，餐饮休闲区提供免费现磨咖啡、茶品等，轻健身房亦能让您在商务出行之余挥洒汗水保持健康。瑜璟阁坚持质朴、自然、不浮华，不忘初心、关注客人的需求，金可儿公司为瑜璟阁倾力打造的专属“三分之一时光”系列床垫，让您在追逐成功的同时，也享受晨钟暮鼓的宁静，返朴归真，追求心灵深处的安宁与闲适。	['开业：2020', '客房数：201']	https://hotels.ctrip.com/hotels/detail/?hotelId=69313355	联系方式：0551-62849668
4	花筑奢·宏村来燕堂民宿	花筑奢·宏村来燕堂客栈位于世界文化遗产地黄山宏村风景区内，客栈占地一千多平方，共有十一间客房和前中后三个庭院。客栈面朝浥溪，背靠雷岗山，环境优雅，她完美再现了徽派古庭院那种山水掩映，清幽雅致的佳境，是您来黄山休闲度假的好去处。	['开业：2020', '客房数：11']	https://hotels.ctrip.com/hotels/detail/?hotelId=69313362	联系方式：13305599531
4	合肥康睦嘉酒店	合肥康睦嘉酒店位于五矿矿业合肥基地大厦旁，交通便利，距地铁5号线清水冲地铁站约750M，地铁1号线万达云谷路站约2.1KM，为您提供便利的出行方式。	['开业：2021', '客房数：257']	https://hotels.ctrip.com/hotels/detail/?hotelId=70428236	联系方式：0551-62838777
4	合肥四里河希尔顿欢朋酒店	合肥四里河希尔顿欢朋酒店位于合肥市庐阳区潜山北路8号鼎鑫中心B座。毗邻红星美凯龙，万科中心、万科森林公园、淮河路步行街、李鸿章故居，步行2分钟可到达地铁三号线，便捷连通合肥各大核心商圈，交通便利，拥有四通八达的区位优势。	['开业：2020', '客房数：155']	https://hotels.ctrip.com/hotels/detail/?hotelId=70657744	联系方式：0551-62669666
4	宁国皖南川藏线栖又设计民宿	宁国皖南川藏线栖又设计民宿位于皖南川藏线方塘乡方塘村，在皖南川藏线主干道上却不临街，隐匿在一竹片林当中，若隐若现。距离网红景区红杉林仅1公里，驾车2分钟。	['开业：2020', '客房数：10']	https://hotels.ctrip.com/hotels/detail/?hotelId=70786789	联系方式：18119916600
4	黄山东榕华美达酒店	皖南是一片神奇的土地。她物华天宝，养育了万千眷土徽人；她钟灵毓秀，喂哺出诸多名士贤达。黟县正是皖南这片土地上一颗璀璨的星，作为古徽商聚集地和徽文化发祥地，除了贴有“世界文化遗产地、国家生态示范区、中国旅游强县”等名片，黟县还有着“世外桃源、画里乡村”的美誉。西递、宏村是享誉全国的重点文物保护单位，也是国家5A级旅游景区。黄山东榕华美达酒店坐落于黟县城南的东榕酒店&徽州城项目内，傍漳水而成，是温德姆酒店集团旗下酒店品牌。酒店地理位置优越，交通便利。东部衔接宏村旅游景区，南眺西递旅游景区，均在15分钟车程左右。设计师将徽州的文化精髓融入建筑景观，青瓦白墙的点缀让现代感的建筑透露出古拙的韵味。茶余饭后，三两知己信步漳河故道，观漳水潺潺，风舞芦笛，感受河光山色和水墨徽州！	['开业：2020', '装修时间：2020', '客房数：169']	https://hotels.ctrip.com/hotels/detail/?hotelId=70797371	联系方式：0559-5558388
4	黄山君迈酒店	黄山君迈酒店位于屯溪市中心，临新安江支流横江，离著名景点屯溪老街，新旅游景点黎阳水街步行约8分钟；从酒店前往新安江延伸段古村落也仅需10分钟左右车程。	['开业：2014', '装修时间：2014', '客房数：131']	https://hotels.ctrip.com/hotels/detail/?hotelId=708186	联系方式：0559-2585678
4	芜湖松鼠林间酒店	芜湖松鼠林间酒店坐落在芜湖长江之畔的松鼠小镇，毗邻十里江湾公园，东依大学城，西邻中山路步行街，西偎浩渺长江，交通便利，四通八达，是一家集休闲、度假、购物、娱乐为一体的休闲度假酒店。酒店融入松鼠设计元素的建筑风格，与松鼠小镇美好家庭的定位不谋而合，为主人打造更休闲更放松的沉浸式入住体验。酒店有简约不简单的客房，也有适合全家度假的亲子房，以及可以欣赏摩天轮灯光秀的景观房，更有小贱小美的主题民宿，还有隐蔽安静的森系树屋，多样化的房型种类包主人满意；酒店周围的休闲项目丰富，您可以吃到正宗的芜湖家常菜，也可以玩到新奇的文娱项目，轰趴馆、摩天轮、转转杯、鬼屋，应有尽有，满足主人的游玩需求。酒店配备120平方米的多功能会议室-林间作战室，配套的鼠味相投、松鼠捞、老爹私房菜等特色餐厅可以满足您的用餐需求。酒店秉持服务至善、环境至美、品质至臻、主人至上的理念，匠心传承体验式服务真谛，引领休闲娱乐风骚。	['开业：2021', '客房数：134']	https://hotels.ctrip.com/hotels/detail/?hotelId=70988710	联系方式：0553-5203366
4	西递徽娘精品民宿	西递徽娘精品民宿座落在大美的黄山脚下西递景区内，900多年历史的古村落，徽娘民宿，在景区的中心位置。	['开业：2016', '装修时间：2018', '客房数：16']	https://hotels.ctrip.com/hotels/detail/?hotelId=7104971	联系方式：15305591184
4	维也纳国际酒店(合肥南七中科大店)	维也纳国际酒店是锦江酒店中国区中高端商务酒店，也是中国中端酒店领军品牌，全新5.0维也纳国际，以新商旅、深睡眠为核心品牌价值，打造专属于维也纳国际的五感合一的沉浸式体验，合肥南七中科大店为安徽**5.0酒店，酒店位于合肥市第三人民医院旁，周边有中国科学技术大学，安徽大学，中铁四局，省电力公司，安徽省立儿童医院，合肥市第三人民医院，金隅南七里，西湖国际广场，百大购物中心，合肥市五十中学（东校），稻香村小学等。	['开业：2021', '装修时间：2021', '客房数：120']	https://hotels.ctrip.com/hotels/detail/?hotelId=71406713	联系方式：0551-63353888
4	合肥泓瑞步行街美居酒店	合肥泓瑞步行街美居酒店位于合肥市中心庐阳区淮河路步行街商圈中心区域，交通、地理位置优越，毗邻地铁2号线“四牌楼”A出口。直达合肥银泰中心、百盛商场、万达商业广场，距著名景点李鸿章故居、明教寺仅100米步行2分钟，距包公祠仅1公里，步行10分钟，逍遥津公园仅500米步行约7分钟即可到达。酒店拥有270间智能客房,法式设计尽显浪漫及优雅。百兆高速Wi-Fi无线网络覆盖整个酒店。酒店还配备24小时健身房,丰富的中西式早餐的自助餐厅,满足商旅宾客的各类需求。	['开业：2021', '装修时间：2021', '客房数：270']	https://hotels.ctrip.com/hotels/detail/?hotelId=71512556	联系方式：0551-66821999
4	芜湖泊乐艺术酒店	芜湖泊乐艺术酒店，坐落于美丽的滨江公园十里江湾，设计创意源于世界遗产马赛公寓，唯美的建筑像一艘豪华游轮停泊母港，精致奢华富有内涵，格调高雅不入俗流。酒店现代极简的建筑外形，融合了浩瀚江水、孤帆远影和静谧港湾等核心设计元素，2000平米空间中倾心打造了各类江景客房，将江南灵秀和韵致天然完美融合，使成功人士酣畅尽享“几时归去，作个闲人；对一张琴，一壶酒，一溪云”的回归感。	['开业：2021', '装修时间：2021', '客房数：12']	https://hotels.ctrip.com/hotels/detail/?hotelId=71566598	联系方式：0553-6199888
4	希岸酒店(黄山西递宏村店)	希岸酒店（宏村店）位于黄山市黟县碧阳镇，地处黟县中心地段泰和广场，是锦江酒店（中国区）旗下一个定位为时尚轻奢跨界精品的酒店品牌，以“小幸感，宠你开始”为核心价值主张，为客人创造一个优雅、经典、精致的气质专属空间，倡导一种旅途中的新生活态度，Xana life——无论何时，出游何地，选择一个贴心、懂自己的休憩空间。	['开业：2021', '客房数：68']	https://hotels.ctrip.com/hotels/detail/?hotelId=71576110	联系方式：0559-2266777
4	海贝联盟酒店(合肥花园大道滨湖国际会展中心店)	酒店店是一家中高端品牌连锁酒店。酒店地处合肥市包河区南翔茗座商务中心，位于西安路与北京路交汇处，酒店紧邻休闲、娱乐、餐饮、购物、教育为一体的茶里水街和国际级茶品交易中心、茶文化会展中心的华夏国际茶博城。融汇东方意境美学，将尊贵、私密、自然的理念贯穿所有空间，为您打造出独特的、轻奢的、舒适的住宿环境。酒店一楼设有接待处、问讯、预定、贵重物品寄存处等，酒店配备了大堂吧、早餐厅、会议室、洗衣房、商务中心等公共设施，可为宾客提供全方位的服务。酒店装修时尚高雅，设施齐全，环境舒适，服务配套一应俱全。酒店以“快乐酒店，精彩生活”为经营宗旨，采用了科学的经营机制和管理方法，不断追求卓越，得到了社会的认可。无论商务出差，会议团队，旅游出行，还是招待亲友，都是您的理想之选，诚心恭候您的光临！	['开业：2021', '装修时间：2021', '客房数：112']	https://hotels.ctrip.com/hotels/detail/?hotelId=71649215	联系方式：0551-66867788
4	花筑·黄山石上驿宿民宿(宏村景区店)	花筑·宏村石上驿宿    让精品不在遥远	['开业：2012', '装修时间：2020', '客房数：15']	https://hotels.ctrip.com/hotels/detail/?hotelId=717396	联系方式：18855934599
4	黄山云山渡·小鱼温泉民宿	终日昏昏醉梦间，忽闻春尽强登山。因过竹院逢僧话，偷得浮生半日闲。云山渡座落在黄山风景区南大门翡翠谷景区门口，别墅群背靠黄山，环境优美。民宿使用原木装修打造，房间内均设有观景阳台，每层都铺设水暖。房型选择多元化，有loft式、家庭套房式、穹顶式，每一间房因地理优势和景致不同都各具特色，部分房间开设天窗，邀请阳光、星河及云海入的屋来。慢下来生活可以感受到人间烟火气，配有客房、餐厅、茶吧、书吧、音乐吧及投影会议室等设施，民宿享有温泉小鱼浴池和鱼疗等休闲娱乐服务，快节奏的生活忙碌之际，来一场这样的简单生活何乐不为。本店免费提供黄山汤口镇内接送服务，欢迎大家来感受一下微风，观赏一下风景，体会一次慢节奏的生活，期待我们下一次的相遇！	['开业：2021', '装修时间：2021', '客房数：11']	https://hotels.ctrip.com/hotels/detail/?hotelId=72130096	联系方式：0559-5577356
4	宏村云溪梦影·徽州庭院客栈	一花一树一宅一世界，宏村那个水墨江南的村里有个徽州百年老宅民宿，已经偷偷“美”了几许春秋，穿过古街小巷一进门竟然仿佛穿越到几百年之前。“云溪梦影”位于离宏村景区西门旁，步行至宏村仅需三分钟，进门的院子小巧却精致，黛瓦、粉壁、马头墙，高宅、深井、木雕花，时光在墙头留下斑驳的记忆。踏进百年老宅“读书堂”，曾富甲一方的古宅，主人积德行善，将老宅传承至今。前厅为民宿的安静书画、阅读空间，一进门年轻管家们的笑容就让古宅的氛围变得活泼生动，后厅则保留了古徽州厅堂的布置，添加了茶台，七八个好友背靠徽州经典“四水归堂”聊天品茶，乐得清闲。       右转转进入民宿的接待区，全景的大落地玻璃窗搭配了徽州老楼少有的壁炉、酒吧前台，屋外大雪纷飞，烧上暖暖的木材，瞬间温暖如春。      居住区域，只见徽州老楼、玻璃房和流水构成的画面，恍然进入了另一个空间，打破了对徽州民宿的固定想象。左右两栋房子都是客房区，根据不同的区域分别定义为：流光、清雨、静雅等主题，呈现出不一样的风格和居住体验。   哪怕是在同一个屋檐下，也希望给客人不一样的感受，每间房都是惊喜，每一扇窗看出去都是不同的生活画面。新中式禅修风格的软装设计，让人心静如禅，私人定制家具和舒适高品质的床品、洗漱用品，以及中央空调和地暖的配置，小爱智能化系统让人一夜好眠，实实在在获取度假的幸福。	['开业：2021', '装修时间：2021', '客房数：18']	https://hotels.ctrip.com/hotels/detail/?hotelId=72243352	联系方式：15215598777
4	宏村稻禾宿民宿	稻禾宿的“稻”取之道的协音，志同道合，“禾”是禾苗，春天播种，秋天收获。民宿的设计到施工到落地就犹如禾苗，一点一点的成长，仔仔细细不怠慢每个环节就是为每一位住客的你能感受主人的用心。房间内的床垫是金可儿，铺上康乃馨床上用品，西班牙进口乐家卫浴点缀品牌的洗护套装，麦克威尔中央空调与地暖更加保障了房间的舒适度……700多平的房子面积，只做了16间客房，而且每间客房都不同，设计感都很棒，在这里很适合团建，草地餐聚会，最主要的是民宿主人是西餐大厨，就是把城市的家搬回田野里	['开业：2021', '客房数：11']	https://hotels.ctrip.com/hotels/detail/?hotelId=72244427	联系方式：13733069637
4	维也纳国际酒店(芜湖政务中心方特店)	维也纳国际酒店(芜湖政务中心方特店)位于芜湖市鸠江区官陡街道中江大道，周边资源丰富，交通便利，紧邻芜湖市政府，芜湖市博物馆，与方特梦幻王国、东方神话，雕塑公园，工程大学等约十分钟车程。	['开业：2021', '装修时间：2021', '客房数：130']	https://hotels.ctrip.com/hotels/detail/?hotelId=72598871	联系方式：0553-2862888
4	宏村知道•食舍民宿	皖南的氤氲水汽弥漫连山中一户热情好客的人家“宏村知道”，“青山绿水引诗赋,墨瓦白墙牵画魂”是对宏村·食舍最恰切的形容，宏村知道·食舍民宿坐落于塔川古岭头，是由当地老法师按徽派建筑风格新建的民宿，走廊，天井，亭台，小院皆为精心设计，古朴典雅，曲径通幽。民宿内部房间均可推窗见景，一眼望去远山秋叶。	['开业：2017', '装修时间：2018', '客房数：9']	https://hotels.ctrip.com/hotels/detail/?hotelId=7265845	联系方式：18755968075
4	九华山悦萱溪畔民宿	民宿坐落于九华山风景区柯村新区，群山环绕四季宜人，交通便利，距离九华山游客服务中心450米，可提供接送服务（请咨询商家）。民宿有知名设计师改造而成，典型的北欧简约风。包含茶室、休闲区、健身区、餐厅、儿童游乐区，院落更是放松心灵的好地方！房间有全屋地暖，冬天也让您暖洋洋，电器全智能化，一句“小爱同学”唤醒自己的语音助手帮您操控所有电器！床垫选用大酒店同款金可儿床垫！床上全部采用新疆大棉花制作的裸棉用品，更加的原生态、亲肤！悦萱一个让您休闲度假的好去处！	['开业：2021', '装修时间：2021', '客房数：11']	https://hotels.ctrip.com/hotels/detail/?hotelId=72890069	联系方式：18105665168
4	沁心宽庭·设计美墅(九华山换乘中心店)	坐落在九华山脚下，沁心宽庭·设计美墅（九华山换乘中心店）在青阳占尽地理之宜。对于入住酒店的旅客来说，闲暇时间去附近的地藏王圣像和九华山风景区地藏王圣像景区游玩是一个不错的选择。	['开业：2021', '装修时间：2021', '客房数：38']	https://hotels.ctrip.com/hotels/detail/?hotelId=72984341	联系方式：17719418886
4	花筑奢·一谷一墅(黄山景区南大门店)	地处黄山翡翠谷（情人谷）景区，位于黄山景区脚下，属黄山风景区所辖范围，距离黄山南大门4公里，离黄山景区换乘中只需要10分钟即可。翡翠新村别墅被安徽省列为“农家乐”旅游接待示范点，是一片私营休闲生态农家乐度假村，占地面积500亩。客栈为入住宾客提供风景区内接送、黄山精美导游图、推荐景点、做行程安排。是旅游、休闲、度假人士的理想停居之所。	['开业：2021', '装修时间：2021', '客房数：11']	https://hotels.ctrip.com/hotels/detail/?hotelId=73719781	联系方式：18955990001
4	合肥金环大酒店	合肥金环大酒店位于合肥市一环路金屯立交桥东侧，毗邻中隐于市创业文化街，步行到省电力公司约10分钟，周围约3公里有多家诸如安医附院，中医院、卫健委、卫生厅、徽商期货、安徽检察院等企事业单位，邻近合肥工业大学、中国科学技术大学等知名高校，交通便利。	['开业：2003', '装修时间：2010', '客房数：150']	https://hotels.ctrip.com/hotels/detail/?hotelId=749195	联系方式：0551-62210666
4	黄山太平国际大酒店	黄山太平国际大酒店是祥龙集团斥资按星酒店标准投资兴建，酒店位于安徽省黄山市黄山区，位于黄山、九华山、太平湖“两山一湖”之间，地理位置优越，交通便利，距黄山风景区北门仅需20分钟路程。融合了高端、商务等特色元素，设计奢华大气。各类型客房230余套，让您体验**便利与舒适，3个同时容纳1600人就餐的宴会厅， 多功能会议厅10个、特色徽式餐饮包厢21个、KTV、电影院、茶室、棋牌室等服务项目，是集商务、餐饮、旅游、会议、娱乐等一体的现代化高奢酒店。	['开业：2005', '装修时间：2014', '客房数：238']	https://hotels.ctrip.com/hotels/detail/?hotelId=757955	联系方式：0559-8513999
4	黄山云羽竹村宿度假酒店	云羽竹村宿度假酒店位于黄山市黟县木坑竹海景区内，又名“滴翠谷”，以竹海出名，是电影《卧虎藏龙》取景地之一，此谷纵深六公里，四面环竹郁郁葱葱。靠近宏村景区，经过塔川景区，向山上进发的路多为蜿蜒的山路。云羽竹村宿度假酒店坐落在木坑村高处，海拔600多米，背靠竹林，远眺整个山村，四季常有云海缭绕，将舒适、雅致、自然融合在一起。苍翠深处，粉墙黛瓦白云人家若影若现。距离“画里乡村”宏村4公里，	['开业：2021', '装修时间：2021', '客房数：28']	https://hotels.ctrip.com/hotels/detail/?hotelId=76116741	联系方式：17705591122
4	黄山安持华府酒店	酒店属于黄山安持置地有限公司，（以下简称“安持置地”）系深圳市前海股份有限公司（以下简称“前海集团”）于2017年6月在黄山成立的房地产开发企业，注册资本壹亿元。在巩固住宅开发固有优势的基础上，业务已覆盖酒店运营、物业服务、文化旅游、生态农业、文化基金、美学艺术等多个领域，为更好地参与城市空间与服务的重构，实现可持续发展奠定了良好基础。	['开业：2021', '装修时间：2021', '客房数：268']	https://hotels.ctrip.com/hotels/detail/?hotelId=77209659	联系方式：0559-2312333
4	天柱山陋室邂逅民宿	2021-07-01开业，相信天柱山陋室邂逅民宿周到的服务和一流的设施，会让您在潜山开展一段难忘的旅行。</br>酒店对客房的装饰十分考究，每间设施齐全的客房都配备有雨伞、熨衣设备和空调。有饮水需求的旅客，酒店还为您提供了瓶装水。浴室配有拖鞋、24小时热水和吹风机。酒店提供中餐厅，以诱人的美食佳肴来满足客人。可以去酒店咖啡厅，舒适的环境，可供您休憩放松。如果您喜欢安静的用餐，酒店可以提供房间送餐服务。</br>酒店提供室外泳池，旅客可以在这里舒缓身心压力。酒店的会议厅提供优质服务，是众多商旅客选择入住这里的原因。酒店为旅客提供接站服务，舒适到家。	['开业：2021', '装修时间：2021', '客房数：12']	https://hotels.ctrip.com/hotels/detail/?hotelId=77239680	联系方式：18075346831
4	桔子酒店(合肥淮河路步行街大东门地铁站店)	酒店位于合肥市包河区巢湖路，万达广场与淮河路步行街交汇。大东门地铁站B出口。	['开业：2016', '装修时间：2019', '客房数：150']	https://hotels.ctrip.com/hotels/detail/?hotelId=775411	联系方式：0551-63661886
4	诗莉莉漫戈塔·天榕庄度假酒店	坐落于高铁北站的诗莉莉漫戈塔天榕庄度假酒店，会让您在黄山拥有别样的体验，开展一段难忘的旅行。</br>优美的环境，再搭配上细致周到的服务，酒店的休闲区定能满足您的品质需求。	['开业：2021', '装修时间：2021', '客房数：46']	https://hotels.ctrip.com/hotels/detail/?hotelId=78158258	联系方式：18905596623
4	维也纳国际酒店(黄山风景区南大门店)	维也纳国际酒店（黄山风景区南大门店）位于安徽省黄山市黄山区汤口镇汤川路，黄山脚下，安宁宿归。水清人美惹人醉，维也纳长明待君回。酒店步行至南大门换乘中心约7分钟，距离G3京台高速出口2.5公里；高品质的客房产品，设施细致，温馨的服务，带给您自然、静谧、温暖、朴实的健康生活方式。酒店所有客房均采用智群特别定制优质床品、全套高端洗浴用品、100M高速光纤、全Wifi覆盖。酒店设有餐厅、洗衣房、台球室、洗熨烘干自助洗衣房，为您提供一个自在、放松的居停空间，是您商务、旅游出行的优质选择。  维也纳国际酒店以经典艺术、健康美食、智能化为产品设计理念，致力于为宾客提供集“超值、安全、美食、深眠、艺术、健康、环保”为一体的商旅享受，；营造一种全新的生活方式，既是客户出差在外方便的办公室，又是旅途中温馨的家。维也纳酒店具有“精品、舒适、超值”的特点，竭力为客户带来典雅的酒店氛围、古典的设计风格、舒适的睡眠环境、豪华的卫浴设施和方便的商务会所，让客户的商务行程更加轻松便捷，从容地面对未来的挑战	['开业：2021', '客房数：104']	https://hotels.ctrip.com/hotels/detail/?hotelId=80127808	联系方式：0559-5566999-0
4	黄山云门山居民宿	黄山云门山居民宿是黄山新开的酒店之一，于2017-05-01正式运营。屯溪机场距离酒店大约58km，黄山北站距离酒店大约46km。</br>酒店对客房的装饰十分考究，每间设施齐全的客房都配备有雨伞、房内保险箱和液晶电视机。服务人员会提前为您准备好电热水壶和免费瓶装水，以满足您的饮水需求。浴室配有拖鞋、24小时热水和吹风机。酒店内的中餐厅供应特色菜肴，来满足旅客的需求。大堂吧旨在为旅客和您的朋友提供一处消遣的场所。倘若您觉得酒店的餐饮服务无法满足您的需求，附近的徽州美食(20年老店)（徽菜）、乡村农家土菜·私房菜（徽菜）和两岸一品轩（徽菜）不妨可以试试。</br>酒店提供的室外游泳池对于那些想要健身的旅客来说是一个好去处。酒店的会议厅将热情的服务与专业的素质完美地结合在一起。酒店为旅客提供接站服务，舒适到家。免费停车场会对入住酒店的客人开放。	['开业：2017', '客房数：9']	https://hotels.ctrip.com/hotels/detail/?hotelId=8039428	联系方式：0559-5579777
4	黄山歙县兰信金陵嘉珑酒店	酒店位于徽州古城所在地歙县，感受徽州古城的独特魅力。	['开业：2021', '客房数：230']	https://hotels.ctrip.com/hotels/detail/?hotelId=80398371	联系方式：0559-5276666
4	歙县南屏水天一舍民宿	古有兰亭茂林修竹，曲水流觞；今有南屏樟翠桃红，碧波如洗。南屏.水天一舍坐落在被誉为有徽州洱海之称的黄山市歙县南屏村。徽州古城、渔梁古坝、雄村、新安江山水画廊、卖花渔村等旅游景点环绕周围，面朝新安江，背靠万亩枇杷园、茶园。南屏.水天一舍是一座高端民宿与美术馆的综合体，占地面积1078平方米，建筑面积1200平方米，为三层现代徽派建筑，一、二层建有十间客房、每间客房面积约五十平方米，建筑和装修设计以现代新徽派为主结合日式风格，舒适、雅致。室内装修材料及家具均采用北美黑胡桃实木，全屋进口中央空调、地暖、卫浴、床品、洗漱用品。架空层为五百平米的多功能美术馆，是集公共教育、文化服务、研学交流、宣传创作、品鉴流通、展览收藏为一体的多功能美术馆。另配有餐厅、会议室、影音室等，设施完善、先进。南屏.水天一舍将坚持以新时代中国特色社会主义思想为指导，力争成为徽文化产业和现代旅游经济深度融合的艺术阵地，成为推广徽文化做好徽文章的重要窗口。	['开业：2021', '客房数：10']	https://hotels.ctrip.com/hotels/detail/?hotelId=80437098	联系方式：19855909788
4	无名初自然疗愈酒店	无名初自然疗愈酒店位于安徽省黄山市黟县丰梧村，酒店总面积为64亩，建筑占地面积约为4000平方米。靠山面田、以山水阡陌入景，造园林楼阁隐世。	['开业：2021', '客房数：21']	https://hotels.ctrip.com/hotels/detail/?hotelId=80525871	联系方式：18055961555
4	潜山西津渡民宿	大别山，自北向南，临长江而止。     连绵起伏近400公里的大别山脉，把最美丽的部分全部汇聚在一起，造化了神奇的天柱山，擎天一柱、直插云霄。于是，天柱山成为大别山收官之作，更是点睛之作！ 在天柱山南麓，清澈的山涧溪水沿潺溪而下，穿石牛古洞注入潜河，再和北麓融汇的皖河会交于潜山小城，两条河流像张开的双臂，把小城紧紧的环抱起来，最终汇入长江。 野人寨，天柱山门户所在地，这里文化璀璨，历史深厚。古潜阳十景有六处均在这里。诸如吴塘晓渡、酒岛流霞、诗崖簌玉等，每一个胜景背后，都是一段响当当的文化沉淀。 陌上西津渡民宿，是在原吴塘晓渡旧址重建的邻水高端乡村精品民宿。也是大别山最末端。门口的古渡口及潺溪注水口遗址尚存。这里依山傍水，翠岭连绵，溪谷环绕，碧坞烟霞，曲径通幽。这个以书店为主题特色的乡村民宿，恰到好处把文化渗透到民宿每一个细节里。重温或者做一次洗礼古皖文化。 民宿占地面积约900平方，共有客房9间（其中有7间邻水江景房），另配置有安徽省**质的乡村公益图书馆，藏书约1万册。沿河还有室内阅读区、户外活动休闲区等，是商旅网络，文化交流、休闲度假的推荐场所。	['开业：2021', '客房数：10']	https://hotels.ctrip.com/hotels/detail/?hotelId=80797310	联系方式：0556-5728159
4	宽心阁民宿	宽心阁民宿坐落于黄山风景区汤口镇山岔村下东坑组，民宿毗邻凤凰源、翡翠谷、九龙瀑、天湖漂流等景区，距离南大门约15分钟车程、翡翠谷约5分钟、宏村约45分钟。	['开业：2021', '客房数：10']	https://hotels.ctrip.com/hotels/detail/?hotelId=80814999	联系方式：15856672299
4	黄山风景区南大门汤口漫心酒店	酒店位于安徽省黄山市黄山区汤口镇黄山风景区脚下，距离上山换乘中心约200米，交通便利，出行上山畅通。	['开业：2021', '客房数：82']	https://hotels.ctrip.com/hotels/detail/?hotelId=80888495	联系方式：0559-5562999
4	合肥黄山路中科大亚朵酒店	合肥黄山路中科大亚朵酒店是亚朵集团旗下的一家中高端连锁酒店，位于蜀山区黄山路254号华冶金石广场，地理位置优越，交通便利，酒店客房位于25-32层，可俯瞰城景。眦邻中国科技大学、安徽医科大学、安徽大学龙河校区、安医附院等高校学区及医学院，校区周边拥有众多特色美食供您选择。距淮河路步行街、李鸿章故居、包公园等旅游胜地约5.5公里,车程15约分钟，距合肥南站合肥站8公里左右,车程约20分钟。酒店周边有大型购物商场之心城、国购广场、百大购物中心等满足顾客工作、出行、购物、游玩的需求。酒店的设计理念是以阅读和人文摄影为主题，高品质的客房产品结合细致温馨的服务，带给您”自然、静谧、温暖、朴实“的健康生活方式。客房均采用堪比星级的普兰特系列优质床品，中央空调，全套草本系列洗浴用品，100M高速光纤，全WIFI覆盖。酒店设有餐厅（相招）、多功能会议室（共语）、自助洗衣房（出尘）、健身房（汗出）及阅读会友书吧（竹居），为您提供一个自在、放松的居停空间。为中高端商旅人士打造理想的住宿体验。能够在这里休憩、充电、得到心灵上的放松及人生感悟的共鸣。	['开业：2021', '客房数：110']	https://hotels.ctrip.com/hotels/detail/?hotelId=80908623	联系方式：0551-65521888
4	合肥盛捷天鹅湖服务公寓	合肥盛捷天鹅湖服务公寓位于市政务文化新区中心地段，毗邻两大经济开发区—合肥经济技术开发区与合肥高新技术产业开发区，众多跨国企业进驻于此。公寓位于美丽的天鹅湖畔，在房间内便能俯瞰城市公园风景线。公寓周围生活配套设施一应俱全，汇集万达、银泰城、华润万象城等高端购物中心，步行数分钟就能到达市政公园，前往合肥大剧院、合肥奥体中心只要5分钟车程。公寓距离火车西站、高铁站只有15分钟车程，距离合肥新桥国际机场只有45分钟车程，交通便利。 	['开业：2017', '装修时间：2017', '客房数：250']	https://hotels.ctrip.com/hotels/detail/?hotelId=8125585	联系方式：0551-66106888
